amt,is_fraud,trans_date_trans_time,distance,day_of_week,week_of_month
71.02,0,2019-05-28 21:05:10,42.52332413481095,2,5
8.21,0,2020-04-14 00:17:18,5.615988396432134,2,3
15.62,0,2019-05-28 23:20:05,113.00452308737114,2,5
61.41,0,2019-05-29 11:41:55,44.34907436970048,3,5
49.79,0,2020-06-04 02:51:16,68.33720331708783,4,1
7.66,0,2019-10-15 12:23:24,51.35150604877542,2,3
137.09,0,2019-04-20 08:00:33,106.63980962342376,6,3
9.92,0,2020-05-02 15:13:48,104.16333697927936,6,1
61.53,0,2020-03-28 10:36:11,55.363058454961184,6,4
56.35,0,2020-01-29 12:05:25,90.21888840251465,3,5
84.48,0,2020-05-28 22:40:45,55.35369607360155,4,5
157.58,0,2020-06-04 12:20:20,49.769479646370435,4,1
105.49,0,2019-12-28 06:07:50,123.70312651273704,6,4
37.94,0,2019-06-29 18:28:55,115.58386747037719,6,5
64.75,0,2019-10-04 12:09:37,28.750688885075576,5,1
52.33,0,2019-08-10 07:20:35,108.03591396959213,6,2
36.16,0,2019-03-31 22:51:25,73.3550149637996,7,6
69.51,0,2020-04-14 06:54:02,48.35870052154107,2,3
22.45,0,2019-10-22 12:12:07,45.12993087189839,2,4
64.18,0,2019-09-01 14:29:25,65.43000878582691,7,1
3.03,0,2020-03-23 21:56:06,88.92547141525442,1,4
1.03,0,2019-05-23 08:10:55,112.94245045733103,4,4
216.31,0,2019-09-24 23:55:34,70.24883921686019,2,4
200.52,0,2019-09-30 03:48:54,19.92881808820863,1,5
149.67,0,2019-06-18 07:45:48,47.97264521746326,2,4
122.27,0,2019-12-28 06:01:57,49.65717161116253,6,4
5.38,0,2019-05-12 19:23:14,88.5011103331894,7,3
204.81,0,2019-10-07 23:03:26,73.370410378036,1,2
63.68,0,2020-06-14 13:15:25,88.19073008822448,7,3
67.64,0,2019-06-27 23:18:43,55.496275329296076,4,5
46.35,0,2019-03-04 20:24:52,60.71246681323048,1,2
62.37,0,2019-02-09 13:51:00,107.36747984621134,6,2
104.71,0,2019-09-02 08:35:17,66.62212075066093,1,1
54.15,0,2019-12-30 17:27:59,115.02868916202353,1,5
53.44,0,2019-04-23 01:47:03,116.6102854881042,2,4
7.3,0,2020-05-23 22:34:54,77.19112775902006,6,4
39.06,0,2019-03-25 21:28:42,68.84291573490908,1,5
44.32,0,2019-12-19 02:30:09,76.92512146901562,4,3
105.87,0,2019-06-19 21:51:34,112.23172157094005,3,4
4.74,0,2020-05-08 21:16:41,81.5254493638257,5,2
56.81,0,2020-01-17 14:09:54,87.36445097029767,5,3
38.3,0,2019-08-28 16:42:18,46.32033845307869,3,5
186.76,0,2020-03-01 14:46:52,68.7977537086997,7,1
81.22,0,2019-02-06 08:09:08,95.62341535170738,3,2
4.19,0,2020-03-22 21:50:28,100.77577583325846,7,4
14.76,0,2019-09-02 16:32:02,58.40990379289508,1,1
54.91,0,2020-04-19 13:47:18,74.53330235048519,7,4
326.31,0,2019-12-16 02:55:56,96.6861527415318,1,3
33.98,0,2020-06-01 05:08:18,113.53731966773465,1,1
98.26,0,2020-04-19 12:06:07,39.403250779228124,7,4
207.5,0,2019-04-22 13:07:03,94.71758915531193,1,4
52.44,0,2020-05-16 08:55:38,81.15257900701846,6,3
69.34,0,2019-02-09 17:49:49,97.16727882724305,6,2
33.57,0,2019-11-30 23:27:06,42.45990767676826,6,5
63.85,0,2019-12-07 08:18:55,75.85388812422977,6,1
128.33,0,2019-03-14 16:33:10,68.66187307000529,4,3
31.15,0,2020-03-29 14:31:31,71.36476322245454,7,5
73.86,0,2020-05-05 14:40:46,62.41264104715968,2,2
74.23,0,2019-07-11 06:15:30,34.292235849467225,4,2
60.0,0,2019-10-14 10:19:07,83.40770197031475,1,3
5.79,0,2019-10-15 14:02:13,36.79663802822813,2,3
18.27,0,2019-08-12 06:54:20,53.36648570053082,1,3
53.91,0,2019-03-27 13:16:43,98.72654069798024,3,5
4.58,0,2019-03-02 20:37:27,80.2573804302182,6,1
21.74,0,2019-05-27 23:43:47,106.48150356797993,1,5
72.87,0,2019-02-16 19:09:24,91.54357424305388,6,3
80.35,0,2019-12-04 01:56:34,78.65798962167965,3,1
25.6,0,2020-04-02 19:41:36,96.93796113096062,4,1
51.6,0,2019-09-02 00:28:45,64.06300152281409,1,1
34.53,0,2020-03-31 04:22:53,107.29966329527535,2,5
67.43,0,2019-08-11 14:05:47,88.58847612301112,7,3
228.04,0,2019-08-10 03:37:57,83.45055362592198,6,2
18.47,0,2019-10-18 18:05:03,93.96389335005557,5,3
49.45,0,2019-01-21 12:27:45,74.61389025982092,1,4
48.74,0,2019-06-14 12:48:59,72.00265625246247,5,3
74.81,0,2019-07-31 15:39:46,110.96068136782407,3,5
18.78,0,2019-05-26 21:55:05,20.554755280247413,7,5
99.19,0,2020-03-31 11:37:21,24.786868682798612,2,5
1933.78,0,2019-05-12 19:30:44,115.11759093107791,7,3
92.33,0,2020-06-20 15:56:05,31.33245573641176,6,3
83.07,0,2019-07-01 10:10:51,94.19740863865275,1,1
58.21,0,2019-02-25 15:37:12,70.36722230129642,1,5
103.05,0,2020-04-23 03:30:30,74.57311177574135,4,4
22.87,0,2020-05-31 11:48:18,72.84168665706181,7,6
43.79,0,2019-05-04 18:43:10,32.11326710767466,6,1
25.98,0,2019-01-05 19:43:08,85.67125021291469,6,1
16.97,0,2019-10-05 12:55:11,97.01140046024643,6,1
48.48,0,2019-12-29 23:22:40,115.96082182319687,7,5
91.83,0,2019-05-08 11:10:59,55.04731223197733,3,2
63.21,0,2019-08-25 06:01:16,20.290894879514223,7,5
104.37,0,2019-06-02 00:03:56,37.7796819791404,7,2
27.33,0,2019-07-15 17:06:52,107.5018748228273,1,3
70.07,0,2019-05-20 02:55:19,101.48866963373895,1,4
59.25,0,2019-03-06 03:16:46,90.10799367259939,3,2
9.26,0,2019-06-15 14:43:59,105.1829133304336,6,3
190.18,0,2020-03-20 19:36:51,52.89297026491497,5,3
1.11,0,2020-01-08 11:40:17,54.775737394101895,3,2
7.85,0,2020-05-20 05:03:11,108.77684805197094,3,4
7.64,0,2020-05-06 19:20:18,128.93953075528555,3,2
13.16,0,2019-12-04 15:41:28,80.05908626297071,3,1
1.37,0,2019-05-15 19:08:37,86.36359086392605,3,3
28.45,0,2019-07-15 09:40:50,84.7545213038872,1,3
99.16,0,2019-03-04 13:25:12,43.79548518928533,1,2
9.42,0,2019-08-25 17:32:30,115.78076631280729,7,5
8.04,0,2019-07-05 14:18:31,87.43693942283365,5,1
7.48,0,2020-04-02 22:23:32,109.96945577932067,4,1
55.45,0,2019-11-15 01:15:48,121.93857343082506,5,3
136.66,0,2019-01-31 11:01:35,45.52978927119132,4,5
9.32,0,2019-12-22 21:24:15,94.46421271884392,7,4
62.93,0,2019-12-15 09:45:34,88.31828836271318,7,3
9.59,0,2019-06-22 20:42:20,104.82883859191246,6,4
5.37,0,2019-03-02 22:21:21,96.72035577283653,6,1
12.78,0,2020-05-30 15:39:57,45.88110637107557,6,5
1.43,0,2019-01-03 03:20:39,50.83821745594404,4,1
38.42,0,2020-02-15 08:14:59,116.42549507343551,6,3
2.6,0,2019-08-11 12:35:11,57.94974138317118,7,3
34.75,0,2019-09-01 14:48:05,81.59284251238978,7,1
53.47,0,2019-03-29 17:03:59,83.74593633428769,5,5
2.81,0,2019-12-24 05:51:12,67.95054518654227,2,4
73.6,0,2019-12-02 05:11:05,71.42411746559388,1,1
2.06,0,2020-01-28 17:46:19,72.39590202913911,2,5
8.35,0,2019-12-10 13:55:16,102.68337438722507,2,2
85.61,0,2019-04-09 13:47:49,123.72249136074231,2,2
9.95,0,2019-06-06 23:13:34,122.16209344031024,4,2
49.78,0,2020-01-25 06:46:05,97.95675142736809,6,4
123.88,0,2019-07-31 01:55:31,94.5892465029315,3,5
87.27,0,2020-04-28 05:51:03,101.29977142480156,2,5
128.66,0,2019-12-02 19:54:55,81.83573416956553,1,1
90.23,0,2019-01-22 10:38:18,34.393766136569205,2,4
114.25,0,2020-04-28 17:12:24,116.582852026099,2,5
75.38,0,2019-05-13 01:14:35,34.09348125293029,1,3
6.4,0,2019-09-28 16:34:09,82.17667584590221,6,4
48.91,0,2019-01-21 04:49:16,97.06411635441597,1,4
48.86,0,2019-03-22 09:46:04,86.00400909028367,5,4
37.09,0,2019-06-08 17:19:09,104.19000530872881,6,2
86.23,0,2019-07-17 03:13:43,67.10719370734432,3,3
72.66,0,2020-01-11 20:34:55,45.79427272578279,6,2
86.24,0,2020-03-19 10:18:40,95.56378073157454,4,3
90.47,0,2020-02-22 11:08:19,15.472821615564884,6,4
35.1,0,2019-09-08 01:06:39,73.93405294490486,7,2
24.58,0,2019-06-29 16:32:14,108.16360822849761,6,5
111.4,0,2019-12-01 02:31:56,101.16006946271622,7,1
62.65,0,2019-02-19 14:30:46,102.74107052006565,2,4
5.0,0,2019-05-31 19:16:28,85.45614778596962,5,5
35.5,0,2019-06-02 07:05:59,24.391763429876416,7,2
64.91,0,2019-06-09 17:22:46,112.66990585210918,7,3
9.95,0,2019-07-09 02:13:24,16.777659415468744,2,2
27.92,0,2019-02-24 23:55:29,125.14442408626536,7,5
4.79,0,2020-05-02 15:53:00,75.69289501779095,6,1
94.88,0,2020-06-07 14:19:34,88.86149324931306,7,2
8.66,0,2019-12-04 17:05:38,92.03903266721721,3,1
60.71,0,2019-01-13 10:04:34,92.67505302111825,7,3
1090.66,1,2019-05-26 23:44:01,25.361936576510143,7,5
144.29,0,2020-06-07 08:38:03,74.98749479816809,7,2
2.62,0,2020-04-17 15:14:40,91.75445114542258,5,3
49.78,0,2019-11-30 00:19:07,72.54340435538752,6,5
1.96,0,2019-12-28 23:21:44,107.90964634941312,6,4
79.62,0,2019-04-14 16:57:59,30.736445851080642,7,3
46.27,0,2019-02-07 11:16:18,58.6093173639879,4,2
93.54,0,2020-05-24 17:08:47,38.95222104822693,7,5
70.9,0,2019-08-26 06:30:56,76.01036719646262,1,5
4.91,0,2020-04-27 07:05:14,12.993060943805038,1,5
9.07,0,2019-02-25 22:12:35,64.21470837482043,1,5
83.91,0,2019-09-07 06:37:27,83.13150125805313,6,1
73.31,0,2019-08-26 14:02:45,99.32570510097071,1,5
67.1,0,2019-03-13 06:28:49,89.03238593788717,3,3
6.27,0,2019-10-02 20:54:45,76.96389217575226,3,1
8.08,0,2019-08-02 22:51:54,83.67840996205427,5,1
317.12,0,2019-04-26 23:34:13,46.38422969937926,5,4
94.21,0,2020-04-07 01:01:48,123.82041867384066,2,2
73.03,0,2019-05-28 15:13:09,90.19299305192764,2,5
55.23,0,2020-03-06 05:56:10,53.38311668353174,5,1
64.9,0,2020-04-05 01:05:22,57.121192901701164,7,2
8.84,0,2019-04-01 18:03:57,84.31372902962467,1,1
56.38,0,2019-02-14 09:38:50,75.35431413238906,4,3
130.94,0,2019-05-18 02:29:35,107.57175115629487,6,3
1.76,0,2020-03-15 15:02:29,92.29880941403792,7,3
102.57,0,2019-05-26 22:48:56,75.68680172917796,7,5
2.15,0,2019-03-23 11:03:30,107.11576339933103,6,4
175.56,0,2019-08-29 17:59:59,87.31524554508054,4,5
88.08,0,2019-04-12 11:23:55,35.10286410831579,5,2
225.03,0,2019-03-28 09:05:02,96.4804377621686,4,5
41.27,0,2019-01-05 10:32:48,95.57112114692282,6,1
37.55,0,2020-02-04 00:26:41,23.09548925854186,2,2
85.31,0,2019-04-06 10:50:35,77.25064907154976,6,1
13.79,0,2019-12-08 13:24:55,114.0531937235101,7,2
59.97,0,2019-12-30 14:24:36,55.58552439371054,1,5
42.25,0,2019-02-22 23:12:13,104.63147041474343,5,4
22.08,0,2019-07-09 23:33:23,123.15157572058736,2,2
73.59,0,2020-03-13 19:34:17,92.81682757728221,5,2
123.66,0,2019-10-20 20:25:45,135.6989488426324,7,4
7.11,0,2020-05-05 07:43:36,51.09785659793712,2,2
30.89,0,2019-09-17 08:28:42,32.038055107272434,2,3
5.77,0,2019-12-04 00:47:44,93.64555237363362,3,1
33.48,0,2019-06-22 17:25:28,110.49501057197652,6,4
1.12,0,2020-02-06 20:13:55,92.89430667864303,4,2
2.33,0,2019-11-15 07:03:31,111.82470542928851,5,3
90.74,0,2020-05-31 17:55:05,84.00767447246544,7,6
62.72,0,2019-03-29 18:13:23,79.38063477544483,5,5
59.89,0,2020-02-16 11:52:18,69.10474285758352,7,4
17.42,0,2020-01-05 10:51:07,119.97610107277241,7,2
39.08,0,2020-03-31 22:28:50,72.29936153024195,2,5
111.41,0,2019-08-18 21:20:09,75.38654457187111,7,4
13.79,0,2019-07-21 22:40:01,62.26118993765335,7,4
135.76,0,2020-04-12 07:16:07,84.78195445219389,7,3
16.73,0,2019-09-18 23:34:51,94.96154184839057,3,3
62.89,0,2019-11-11 09:09:58,87.49077388121889,1,3
3.47,0,2019-08-10 16:10:00,39.423991577846586,6,2
18.63,0,2019-09-12 17:33:18,78.78773949276069,4,2
49.91,0,2020-04-05 01:51:20,39.97860581808683,7,2
41.78,0,2019-04-04 20:29:10,66.33844021341837,4,1
6.26,0,2019-12-26 17:53:06,107.74546916328308,4,4
9.31,0,2020-03-16 16:01:15,29.926988377577317,1,3
61.8,0,2019-03-25 12:59:40,108.02929091220582,1,5
25.66,0,2020-05-03 19:19:23,54.350684634932875,7,2
71.64,0,2020-03-29 01:13:01,82.64502992764865,7,5
81.71,0,2019-12-16 23:21:11,59.56743794365741,1,3
97.3,0,2019-06-17 01:10:40,118.4531534334654,1,4
56.17,0,2019-08-15 07:32:50,75.57232203427638,4,3
49.75,0,2020-02-14 16:01:13,56.79238343431007,5,3
37.53,0,2019-12-09 13:35:11,101.09842842547596,1,2
55.14,0,2019-05-25 12:07:00,11.288645903156644,6,4
30.73,0,2019-04-03 08:16:24,128.9194321382915,3,1
106.12,0,2019-09-03 22:16:26,83.68811849690242,2,1
8.37,0,2019-04-27 01:23:20,108.5026337459162,6,4
80.82,0,2019-06-16 17:04:16,20.524850099385425,7,4
2.27,0,2019-09-19 03:11:35,83.77953194915267,4,3
45.36,0,2019-08-30 04:09:37,105.06475901340686,5,5
40.3,0,2019-06-25 10:12:50,81.10594385417586,2,5
15.75,0,2019-01-21 23:27:12,123.84577561602211,1,4
163.77,0,2019-11-15 08:33:35,57.45385452521784,5,3
8.63,0,2019-11-12 11:05:36,87.72674193760822,2,3
78.39,0,2019-12-20 15:15:21,99.0765562116827,5,3
72.08,0,2020-05-12 11:41:53,55.996860324362856,2,3
80.81,0,2019-11-16 10:08:11,117.03738886399533,6,3
79.85,0,2019-11-11 08:10:57,72.22622350263013,1,3
4.33,0,2019-05-05 15:01:02,22.39751741388098,7,2
20.85,0,2019-12-19 19:05:17,83.94748108863212,4,3
29.48,0,2019-01-11 00:58:51,87.7863416890727,5,2
72.94,0,2019-12-27 18:05:43,66.01246106652245,5,4
16.15,0,2020-04-06 17:19:12,121.03360194205783,1,2
88.22,0,2020-06-21 09:24:16,93.00103460654975,7,4
211.3,0,2019-11-09 15:47:45,89.40258081133065,6,2
6.29,0,2019-09-16 01:25:27,30.021174441954745,1,3
39.59,0,2019-04-29 02:44:37,74.61228285704631,1,5
167.54,0,2019-09-16 21:08:03,73.49046990611146,1,3
124.45,0,2019-12-17 14:46:27,95.52748805467978,2,3
39.0,0,2019-11-13 06:01:35,86.36667627570793,3,3
1.19,0,2019-05-13 02:30:15,33.5842325216742,1,3
1.34,0,2019-02-28 05:48:56,87.51082252416577,4,5
24.42,0,2019-06-08 15:08:57,82.5445592844329,6,2
23.26,0,2019-09-18 21:11:24,110.5561042702457,3,3
62.72,0,2019-08-10 02:30:33,58.27602360958889,6,2
203.19,0,2019-09-23 09:39:22,120.70185570348443,1,4
161.44,0,2020-02-01 01:06:21,17.672709700248294,6,1
5.03,0,2019-07-05 17:45:54,23.187496761475387,5,1
53.03,0,2019-10-02 22:57:50,85.5430783969327,3,1
7.99,0,2019-07-01 15:22:32,67.57181187157059,1,1
54.88,0,2019-09-14 10:02:49,20.015844650140938,6,2
64.26,0,2020-01-26 14:39:58,77.49332492865877,7,5
39.76,0,2019-05-17 15:23:44,109.81637752054787,5,3
256.12,0,2019-08-14 17:00:49,85.94575668600261,3,3
154.69,0,2019-03-14 15:04:23,121.04099470373993,4,3
57.47,0,2020-02-12 00:01:35,22.77158932700855,3,3
3.47,0,2019-07-11 21:38:47,86.61618991258027,4,2
22.68,0,2020-06-15 17:21:29,87.4772990608556,1,3
107.68,0,2019-12-15 12:56:53,62.83527676432096,7,3
54.65,0,2019-04-18 03:02:13,105.17027678215072,4,3
49.69,0,2019-05-03 12:22:05,105.94316410696904,5,1
74.96,0,2019-12-29 10:20:49,121.14563357606741,7,5
4.97,0,2019-08-26 14:11:53,82.70993755947376,1,5
3.54,0,2019-10-14 11:52:43,61.7792599986626,1,3
4.35,0,2019-11-04 07:43:45,79.86113843339328,1,2
5.72,0,2019-04-11 22:37:03,129.99069684265172,4,2
6.21,0,2020-04-01 19:52:23,35.35093880038659,3,1
40.47,0,2019-06-15 23:59:08,99.54763156589776,6,3
21.48,0,2019-08-18 22:47:06,117.22312088547237,7,4
100.51,0,2019-06-01 11:43:43,109.4161234544773,6,1
6.49,0,2019-06-27 13:06:42,122.90417198479871,4,5
195.61,0,2019-05-21 00:00:30,117.89181102513403,2,4
137.58,0,2019-04-23 02:25:17,82.94894443510906,2,4
92.18,0,2020-02-12 03:28:36,44.80308815710355,3,3
45.6,0,2020-01-12 15:23:40,78.56205303822892,7,3
18.56,0,2020-01-24 22:52:22,86.23954293567,5,4
23.11,0,2019-12-23 13:46:21,113.99589278480778,1,4
2.54,0,2019-07-23 18:18:22,90.49735784841755,2,4
103.56,0,2019-06-29 22:24:49,84.54307060926577,6,5
98.2,0,2019-07-26 01:48:18,75.25054200767254,5,4
18.79,0,2019-08-16 20:08:45,111.25358858959673,5,3
30.1,0,2019-11-26 22:58:54,42.81246502115568,2,5
60.74,0,2019-07-15 13:55:37,86.95972746437731,1,3
51.14,0,2019-12-01 20:45:50,61.93613335981381,7,1
316.59,0,2019-12-08 23:16:15,46.74863956258021,7,2
81.69,0,2019-06-03 19:12:41,72.03435608263894,1,2
61.11,0,2019-09-27 09:58:36,54.04416676115671,5,4
6.17,0,2019-07-05 22:25:11,52.382893071248326,5,1
52.87,0,2019-12-21 03:54:12,66.55374397394003,6,3
28.33,0,2019-10-27 13:39:33,21.081765805669516,7,5
33.98,0,2019-12-08 20:59:48,110.79294833432482,7,2
86.53,0,2020-02-10 03:12:46,18.83920254173609,1,3
8.4,0,2019-08-09 23:41:07,77.08606857512028,5,2
97.61,0,2020-06-15 10:39:51,104.20540066665521,1,3
115.69,0,2019-08-18 16:06:42,118.78331357394303,7,4
79.87,0,2019-03-27 23:19:32,125.66020542925916,3,5
65.96,0,2020-05-11 09:05:04,9.2192303590203,1,3
82.31,0,2020-02-21 23:10:36,123.70161182947685,5,4
89.84,0,2019-05-19 16:54:42,34.33307552568513,7,4
70.99,0,2019-11-18 12:52:13,63.67515628297372,1,4
52.31,0,2019-12-02 10:43:54,109.96578778574447,1,1
64.78,0,2019-07-27 07:24:30,134.36080492534313,6,4
136.16,0,2019-07-28 13:52:32,42.572065684324905,7,5
109.45,0,2019-04-27 05:34:19,50.235009791385174,6,4
113.19,0,2019-06-06 09:01:25,105.29270013867928,4,2
99.56,0,2020-05-23 19:14:14,81.61078004127792,6,4
9.87,0,2019-03-02 16:48:22,58.180523641218215,6,1
8.97,0,2019-12-08 19:20:18,77.96639764981781,7,2
1060.31,1,2020-06-19 23:37:34,65.52857119721614,5,3
75.13,0,2019-11-23 20:55:00,35.33947982531909,6,4
61.98,0,2019-05-10 17:09:29,33.63642330459231,5,2
5.11,0,2019-06-08 11:36:13,68.8848075433489,6,2
174.43,0,2019-12-18 18:26:05,29.05320551303891,3,3
17.75,0,2020-06-07 16:21:44,66.31070705824715,7,2
45.67,0,2019-10-26 17:54:34,131.0895206853765,6,4
25.65,0,2020-05-26 22:24:56,56.3379182514097,2,5
99.84,0,2019-02-28 11:15:14,76.01782684067128,4,5
39.66,0,2020-03-30 08:09:50,98.65852959574772,1,5
50.57,0,2019-12-28 17:41:17,120.5479503245892,6,4
92.59,0,2019-04-28 14:29:00,116.22783152671474,7,5
21.97,0,2019-03-18 16:22:43,60.28061180532102,1,4
18.63,0,2020-03-30 18:03:33,61.613111489659225,1,5
32.04,0,2019-02-22 20:19:54,108.35918125014318,5,4
13.92,0,2019-09-25 13:13:16,21.045003349207093,3,4
2.32,0,2019-05-30 22:24:36,84.9959153732276,4,5
82.47,0,2019-03-17 09:56:35,81.4343038268271,7,4
25.0,0,2020-03-09 20:36:58,60.24796232770017,1,2
49.84,0,2020-04-26 16:09:52,64.82087517640592,7,5
9.9,0,2020-05-04 12:56:46,60.524598847913005,1,2
81.7,0,2019-08-17 04:21:50,79.18565175646958,6,3
60.5,0,2019-09-26 22:03:25,96.98832473243633,4,4
57.51,0,2020-01-05 11:57:55,19.01974672085038,7,2
89.48,0,2020-03-14 17:05:22,40.68333895608552,6,2
8.14,0,2020-04-03 17:50:59,35.73115364593228,5,1
5.43,0,2019-05-24 13:51:17,104.51683824279027,5,4
101.96,0,2019-12-27 06:59:25,74.20698738942663,5,4
66.07,0,2019-08-25 02:02:53,33.840082729172025,7,5
24.39,0,2019-11-17 19:37:24,20.237002984862908,7,4
45.36,0,2020-02-08 05:37:57,73.02337353751032,6,2
49.58,0,2019-05-17 14:27:14,108.87339930819921,5,3
65.78,0,2020-04-26 16:33:01,18.53822839345432,7,5
52.48,0,2019-04-10 20:27:22,101.84908633928632,3,2
37.32,0,2019-02-26 13:40:48,56.32132137352584,2,5
19.93,0,2019-09-29 14:26:50,54.556597304533916,7,5
55.59,0,2019-01-22 03:30:33,12.074303030276385,2,4
51.25,0,2019-07-15 01:37:02,40.01149394067859,1,3
42.01,0,2019-01-24 03:17:35,75.81347587702902,4,4
3.17,0,2019-05-02 03:44:53,23.21421349726678,4,1
41.05,0,2019-03-16 23:22:30,78.0163242009043,6,3
9.6,0,2020-05-10 19:46:01,41.74049444297535,7,3
6.24,0,2019-01-04 06:26:16,77.79163985549613,5,1
84.1,0,2019-06-03 18:13:34,108.85532693044705,1,2
57.11,0,2020-01-04 08:28:51,45.20225702880868,6,1
6.47,0,2020-03-14 14:47:32,13.643191407937293,6,2
60.47,0,2019-02-09 09:59:41,94.16989231613984,6,2
24.73,0,2019-01-11 14:14:35,84.45781465857027,5,2
59.62,0,2019-08-11 01:39:46,58.71299383892463,7,3
1.75,0,2020-01-04 18:16:40,98.6424096860219,6,1
15.59,0,2019-11-04 15:46:30,37.100239229521776,1,2
81.68,0,2020-03-08 02:38:49,74.74453976047762,7,2
105.76,0,2019-05-14 19:17:04,59.2564183637162,2,3
570.8,0,2020-02-09 17:57:02,78.08689607226712,7,3
5.03,0,2020-02-17 22:15:00,81.85087513063307,1,4
102.95,0,2019-03-03 15:13:36,92.3647658396829,7,2
3.52,0,2019-12-08 14:00:01,57.420871661571134,7,2
34.68,0,2019-02-26 10:00:18,103.30112518227149,2,5
71.11,0,2020-02-21 02:10:33,71.50275304951458,5,4
96.48,0,2019-03-14 17:55:31,80.64375662614448,4,3
1043.58,1,2020-05-10 14:18:55,57.38512630585451,7,3
5.95,0,2019-12-28 17:39:21,118.7938840725537,6,4
97.58,0,2019-06-01 23:06:56,66.28565024330194,6,1
49.3,0,2019-10-23 17:24:36,111.67603670690984,3,4
47.52,0,2019-09-29 13:22:30,96.86189267995023,7,5
8.18,0,2019-09-18 12:55:36,105.89887729225677,3,3
190.89,0,2019-03-27 00:56:40,52.405663907834864,3,5
38.2,0,2019-12-13 21:26:51,90.60812897927184,5,2
78.55,0,2019-03-02 18:54:31,16.907800376373856,6,1
8.6,0,2019-12-30 23:43:22,57.9335433873932,1,5
7.89,0,2019-05-14 12:34:24,64.42142788014675,2,3
72.56,0,2019-12-31 17:18:59,68.55009351922793,2,5
54.93,0,2019-11-16 01:17:29,57.61313659592299,6,3
1262.17,0,2019-10-30 18:35:06,60.14590293916862,3,5
8.03,0,2020-05-10 12:34:39,92.94262343640234,7,3
2.42,0,2019-10-28 03:23:13,90.42331116630744,1,5
31.5,0,2020-03-22 21:08:01,72.96464045032451,7,4
1.41,0,2019-02-01 04:19:58,96.42028138420824,5,1
2.19,0,2019-10-20 19:42:21,63.15207024673478,7,4
115.62,0,2019-08-16 20:46:36,13.654413567334515,5,3
2.19,0,2019-01-14 14:38:28,16.76142899845261,1,3
9.21,0,2020-05-24 19:33:52,75.97930395692356,7,5
26.9,0,2020-05-31 16:18:32,82.0018586252093,7,6
3.81,0,2019-01-13 11:05:49,41.86957409346705,7,3
21.13,0,2019-08-24 05:45:47,106.62056214280378,6,4
5.03,0,2020-05-18 23:39:45,31.74264600252089,1,4
108.56,0,2020-01-13 06:40:00,78.39366909015791,1,3
149.33,0,2019-08-04 09:06:41,106.82723960520059,7,2
36.15,0,2019-05-23 16:23:53,112.9282159613506,4,4
13.59,0,2019-04-27 15:04:27,25.065022885402648,6,4
13.38,0,2019-11-12 19:00:03,52.49693359394946,2,3
106.75,0,2019-06-01 17:53:55,55.65625341751589,6,1
315.31,0,2020-05-15 10:34:11,127.15076207806592,5,3
500.92,0,2019-01-01 01:41:24,115.15232296090389,2,1
1.32,0,2019-06-03 17:37:31,19.692647901032263,1,2
8.3,0,2019-05-11 19:11:17,94.02586083493138,6,2
4.05,0,2019-10-31 17:40:22,108.02819721136527,4,5
18.84,0,2019-06-16 14:48:05,79.13528391634766,7,4
84.43,0,2019-11-28 17:05:20,74.37452097564243,4,5
4.85,0,2019-05-04 21:27:56,76.98689143227674,6,1
4.42,0,2019-05-27 16:06:35,115.01774090073508,1,5
84.85,0,2019-06-28 17:04:33,97.01561178779956,5,5
2.42,0,2019-04-07 23:33:21,110.03124916893721,7,2
136.88,0,2020-05-22 07:21:40,7.7073848787319355,5,4
116.59,0,2020-01-30 12:25:42,80.48041066677774,4,5
55.32,0,2019-05-20 10:02:55,94.27884005784342,1,4
98.56,0,2019-07-19 17:46:32,37.38864118045349,5,3
59.36,0,2019-12-30 19:57:04,116.74481234124666,1,5
39.25,0,2019-02-11 17:13:19,56.61085439382665,1,3
2.24,0,2020-06-01 22:10:26,91.6449887316033,1,1
4.87,0,2019-03-01 20:42:37,81.59701317172389,5,1
7.19,0,2019-02-04 19:56:00,31.62335897723078,1,2
94.72,0,2020-03-02 04:52:23,98.4237669421058,1,1
6.42,0,2019-10-06 08:59:59,75.98154190435878,7,2
2.6,0,2019-05-23 11:47:03,25.24163359935956,4,4
7.77,0,2019-12-25 15:52:05,32.57149120489321,3,4
8.29,0,2020-03-08 21:46:17,86.99929195093387,7,2
6.28,0,2019-08-25 15:00:25,18.996253996603865,7,5
4.48,0,2019-02-14 16:20:57,25.597811271935043,4,3
85.67,0,2019-09-08 12:21:02,74.97114410088217,7,2
74.95,0,2019-01-16 10:12:09,40.4833041678968,3,3
6.63,0,2020-06-10 14:14:47,110.59606990438841,3,2
46.93,0,2019-08-28 05:07:47,83.85879877286982,3,5
110.09,0,2019-08-19 15:41:51,38.52908770841527,1,4
136.18,0,2019-04-13 16:04:17,52.97099201446599,6,2
34.51,0,2019-05-18 10:20:31,47.6145959485585,6,3
90.41,0,2019-05-26 01:42:39,67.54066165509626,7,5
53.82,0,2019-04-08 21:30:02,76.86566862044039,1,2
102.8,0,2019-02-15 14:32:36,25.541337470433014,5,3
58.57,0,2020-03-09 03:04:15,60.15601278186976,1,2
42.46,0,2019-12-14 01:38:47,52.69425322794711,6,2
67.64,0,2020-06-01 20:51:19,97.78919078243581,1,1
152.57,0,2019-01-04 18:20:38,60.12040907757053,5,1
42.81,0,2020-01-10 06:47:36,51.649210325736355,5,2
